arm,iter,ime_before,disappeared,latency_ms,disturb_ms,note
rebuild,1,True,0,,162,ok
rebuild,2,True,0,,175,ok
rebuild,3,True,0,,298,ok
rebuild,4,True,0,,198,ok
rebuild,5,True,1,54,188,ok
rebuild,6,True,1,48,172,ok
rebuild,7,True,0,,207,ok
rebuild,8,True,0,,134,ok
rebuild,9,True,1,46,139,ok
rebuild,10,True,0,,259,ok
